Season,Episode,Character,Line
2,4,Mr. Mackey,i cant thank you enough for everything mkay i feel like my old self again
6,10,Cartman,now you say it puts the lotion on its skin or else it gets the hose again
18,3,Randy,aaah i dont know why
5,1,Chef,hold on a minute mr producer
12,10,Sharon,randy we have plenty of video of us eating dinner
5,7,Mr. Mackey,anyway i i sort of lost any confidence and found it impossible to ever ask a woman out mm hm mm
2,11,Cartman,i love cheesy poofs you
5,7,Sharon,what the hell was that
12,11,Kenny,hey look out
1,13,Chef,oooohhohohoh hohohohoh thats different women dont get pregnant from tonguekissing children
4,4,Mr. Mackey,oh oh i nuhi knew it
8,1,Butters,hello anybodyeh  woof woof woofwoof  eh woof eh woof
13,8,Kyle,aw dide this is hopeless
4,3,Kenny,im singing as good as i can
4,12,Stan,this is it the end of innocence  this is the loss of that playful youth all our parents told us about
1,7,Chef,oh sorry children i thought you were one of them
9,5,Cartman,nobody told us if we win too many games wed go on to the finals
16,10,Sharon,ooooo stuff from amazon
1,12,Stan,dude robert smith of the cure
3,8,Stan,come on we have to find out whats happening
4,7,Sharon,sheila have you tried holistic natural medicines they work wonders i read all about in people
6,13,Kyle,gentlemen we are off
18,8,Cartman,kewwwl
10,1,Cartman,uh guys did chef seem a little uh trippy to you
2,12,Mr. Mackey,name
10,8,Kyle,no ah im an arcane fire mage
2,3,Stan,oh never mind
7,12,Mr. Garrison,all right gary why dont you take that empty seat and well get started with the lesson
17,8,Kenny,previously on south park
3,1,Mr. Garrison,go ahead
6,4,Butters,hear hear
2,14,Mr. Garrison,eric is there a problem
14,10,Mr. Mackey,okay
16,1,Kyle,so we were just wondering if we could sue somebody
2,11,Mr. Garrison,okay children lets quiet down so the nice bus driver can concentrate on the road
11,1,Randy,two words which by themselves can be harmless but which together form a verbal missile of hate
6,4,Cartman,we had a deal do you think im stupid dont treat me like im stupid here
4,10,Sharon,what
2,11,Mr. Garrison,well too bad youre all going to the planetarium tomorrow and youre all going to love it in the meantime were going to watch episode 203 barnaby under siege
9,8,Kyle,we cant get out the flames are too big
3,13,Stan,alright well try this again pip
18,9,Randy,shelly theres a good chance lorde isnt goin to show up
18,2,Randy,well thats just a beer
8,9,Randy,its simple economics son i dont understand it at all but god i love it
4,15,Mr. Garrison,its called intervention eric
3,14,Stan,oh no
8,1,Chef,well ive gotta get to the fairgrounds theyre about to start the big auction so long children
7,1,Chef,that aint no police
1,2,Mr. Garrison,really on what
3,3,Mr. Garrison,yeah theres not much you can do about a succubus their evil power makes man blind to love
8,8,Stan,i guess
1,1,Cartman,hi mom
2,11,Cartman,psych
2,9,Kyle,come on everythings gonna be okay  sir sir
6,14,Mr. Mackey,parents i had to call you in here because your boys have refused to attend class with their homosexual teachers mkay
16,2,Cartman,oh im an asshole for doin math
3,8,Mr. Mackey,be sure to help yourselves to the crab soufflé and uh eh juanita  juanita  we need some more finger sandwiches
6,1,Mr. Mackey,uh hey yeah we we woulda never laughed about this before
17,1,Butters,oh jeez  oh god huh here we go  i yelled at a midget  i was i was watching mtv andand this little person was singing a song eh  i think her name was pink  but i i didnt like the songs and so i yelled hey get off the tv you effing midget  and i i was at barnes  noble with my mom and while she was looking for a book i i saw this picture of jennifer lawrence in a magazine um it and i well i cut the picture out of the magazine while no one was lookin dirty whore i took the picture home with me and i andi i cut jennifer lawrences mouth out with scissors and then i well i put my wiener through the hole i have no idea why how can i atone for it i already said the pledge of allegiance 50 times and i sang my country tis of thee 100 times and i watches americas got talent twice what else can i do
1,1,Cartman,hi mom
4,4,Chef,youre damn right ill tell you yo business because you two have got your heads up your asses thanks to you we have children in our town that like phil collins
10,2,Stan,i will i will get everyone to drive hybrid cars i swear it
5,12,Stan,sure dude youre our friend
7,1,Kenny,awesome
2,9,Mr. Garrison,good see you in school
15,11,Sharon,i gave her those tickets to wicked  shes seeing it with her little boyfriend
2,4,Kyle,ooh who the hell cares hes not even my responsibility
9,6,Sharon,it wont take a minute
2,15,Sharon,how do you like your fish stanley
2,14,Chef,huh
3,6,Mr. Garrison,well lets just try to cope with the changes and do our schoolwork now im gonna write a sentence on the board and i want you to tell me the noun
15,9,Butters,oh what im not a good meheecan
2,5,Mr. Mackey,do we have to eat kosher stuff
12,10,Stan,theyre in london too
5,5,Cartman,where the hell is phillip phillip
6,14,Mr. Garrison,say mr slave
12,10,Mr. Garrison,theyre really furry
18,2,Mr. Mackey,sorry im late i had to stop and get my own breakfast because i figured yall would be having doughnuts but im actually glutenfree so i cant have doughnuts mkay
13,12,Stan,alright kyle and i are gonna spray paint messages to the harley riders cartman you said you had an idea
2,14,Chef,its over children i couldnt raise the 2 million to hire johnnie cochran now i have to go to jail
17,1,Butters,its never too late theres a place where you can start over
4,4,Chef,oh my god
5,4,Stan,yeah why should we all care about getting scott tenorman back for you
2,15,Chef,of course thats it
10,9,Mr. Mackey,now you might all think ive given up finding out who crapped in the urinal mkay and maybe maybe you think its a victimless crime this is mr venezuela  the school janitor okay  hes the person who has to clean up when some trickster drops a dook in the wrong toilet mr venezuela makes six bucks an hour at best okay hes got three kids at home hes got a car that barely works hes gotta clean up puke with sawdust mkay then he walks into the boys room and sees a big meaty chud starin him in the face  so when you crapped in that urinal mkay you might as well have just dropped your pants and laid a turd right on top of mr venezuelas head  oh you think its funny huh
16,7,Cartman,what
13,1,Kyle,you want tammy to give you a bj
15,6,Butters,oh hey dad
12,1,Stan,well you know youre always such a dick and stuff and and now
17,9,Kenny,minnasan sayonara ima purincessu kenni tomodachi ni kaerimasu
7,15,Kyle,youre not gonna die kenny dont be stupid
10,9,Mr. Mackey,and some jokester took a poop in it okay now i want whoever did it to come forward right now and it will be less painful for everybody mkay
9,8,Randy,stan
3,3,Cartman,"if we can hold on to the night
weve got to find our way together"
7,1,Chef,and youre the only person i could think of who might be able to help us jeff
6,16,Sharon,looks like youd better really watch out for marijuana huh stan
2,8,Mr. Garrison,at first i was sure one of the children took him but then i remembered that mr hat and i actually had a fight that morning
2,14,Chef,and elton why dont you get yourself some new threads you know some slick glasses and shit
1,9,Kenny,kyle has jesus head instead
2,4,Mr. Mackey,i dont want help
16,9,Kyle,just you know make some money off him like honey boo boo
4,8,Mr. Mackey,yeah tuesday mornings good
4,3,Kenny,su navi per mari
5,7,Mr. Mackey,i do
2,12,Randy,i uh got a note from stanley to come out to theuh clubhouse
5,4,Stan,hes lying
6,7,Chef,uhh maybe youd better start from the beginning
9,2,Mr. Mackey,uh huh hi eric uh hows it goin
17,9,Kenny,minnasan ii yo purincessu kenni ganbaru
16,5,Cartman,nonono im tellin you guys music videos have devolved to nothing but pretty girls wearing skintight clothes and singin songs about their vajayjays used to be chicks sang about their relationships now its all my vajayjay this my vajayjay that but clearly thats what sells think about it when was the last time you turned on a music video and didnt see some chick strumming a guitar singing about her vajayjay  see you cant remember
7,3,Kyle,tp her house
7,10,Randy,in here
1,5,Kenny,mmmmmm
5,14,Butters,i sure did  dad sure had a nice night out
3,4,Kyle,come on tweek hes only got one arm
14,3,Sharon,randy randy will you look at yourself your balls are getting bigger
18,9,Sharon,i dont know shelly
15,8,Randy,its pretty shitty when you work so hard to be a great parent and then the government comes along and with one shot turns your child into a mentally incapacitated freak i mean look at him hes disinterested depressed selfloathing its most likely the reason his mother and i got divorced
4,7,Mr. Mackey,well that settles it mr garrison what you need to do is go write a great romance novel
1,4,Mr. Garrison,oh stop filling his head with that queerloving propaganda
8,4,Butters,two years ago two years ago
17,6,Kyle,no shit
1,4,Mr. Garrison,well of course stanley what is it
8,5,Cartman,goddamnit i have to find that videotape
1,2,Mr. Garrison,no mr hat i wont do it
8,9,Randy,you see boys if we like our smalltown charm more than the big corporate bullies we all have to be willing to pay a little bit more do you understand
14,4,Kyle,how many friends do you have kenny
1,7,Chef,pink eye my ass ive seen this kind of thing before
14,9,Kyle,i can hide it  nobody ever has to know  i cant ever let anybody know
2,10,Sharon,come on stanley give your sister a kiss and then we have to go
6,2,Randy,all the ad said was that we had to attend a thirtyminute meeting right and and its been a day and a half these guys wont let us leave
4,4,Mr. Garrison,hurry up children lets take our seats  youd better have done your homework last night timmy  whats this
18,6,Randy,youre in big trouble stanley can you explain to us how you managed to spend 489 on a mobile app
7,4,Mr. Mackey,and now wed like to bring out a couple of very special south park students who did a report on what the founding fathers would have to say about the war
12,12,Randy,sorry pal but obamas president now  obama obama
4,8,Mr. Garrison,dont apologize for me to that spearchucker
13,14,Butters,whoopie
12,1,Butters,oh uhokay its clear
12,10,Mr. Garrison,theyre all over the place
17,2,Kyle,what how do you know
15,3,Mr. Mackey,where is tooth decay tooth decay thats your cue
14,14,Randy,bohhriiing
13,10,Stan,yeah
1,13,Stan,i always wondered if that would work
7,13,Mr. Garrison,hey mr reiner why dont you butt out
